Gene	Status
12269at314145	Single
12274at314145	Single
12278at314145	Single
12280at314145	Single
12287at314145	Single
12292at314145	Single
12299at314145	Single
122at314145	Single
12302at314145	Single
12303at314145	Single
12308at314145	Single
12323at314145	Single
12335at314145	Single
12338at314145	Single
12349at314145	Single
12370at314145	Single
12375at314145	Single
12376at314145	Single
12395at314145	Single
12399at314145	Single
1239at314145	Single
12409at314145	Single
1240at314145	Single
12412at314145	Single
12424at314145	Single
12426at314145	Single
12432at314145	Single
12433at314145	Single
12439at314145	Single
12446at314145	Single
12456at314145	Single
12457at314145	Single
12471at314145	Single
1248at314145	Single
12491at314145	Single
12503at314145	Single
12508at314145	Single
12510at314145	Single
12519at314145	Single
12523at314145	Single
12535at314145	Single
12542at314145	Single
12552at314145	Single
12556at314145	Single
12562at314145	Single
12580at314145	Single
12584at314145	Single
12587at314145	Single
12600at314145	Single
12611at314145	Single
12624at314145	Single
12625at314145	Single
12626at314145	Single
12627at314145	Single
12633at314145	Single
12634at314145	Single
12643at314145	Single
12649at314145	Single
12655at314145	Single
12657at314145	Single
12666at314145	Single
12675at314145	Single
12680at314145	Single
12682at314145	Single
12690at314145	Single
12703at314145	Single
12715at314145	Single
1272at314145	Single
12744at314145	Single
12762at314145	Single
12765at314145	Single
1276at314145	Single
12773at314145	Single
1278at314145	Single
12790at314145	Single
12792at314145	Single
1280at314145	Single
12814at314145	Single
12818at314145	Single
12836at314145	Single
12843at314145	Single
12862at314145	Single
12867at314145	Single
12874at314145	Single
12879at314145	Single
12886at314145	Single
128at314145	Single
12908at314145	Single
12916at314145	Single
12945at314145	Single
12947at314145	Single
12963at314145	Single
12971at314145	Single
1297at314145	Single
12985at314145	Single
1298at314145	Single
12990at314145	Single
12997at314145	Single
13000at314145	Single
13002at314145	Single
13008at314145	Single
13011at314145	Single
13012at314145	Single
13014at314145	Single
13016at314145	Single
13017at314145	Single
13027at314145	Single
13028at314145	Single
1302at314145	Single
13030at314145	Single
13033at314145	Single
13053at314145	Single
13065at314145	Single
13067at314145	Single
13071at314145	Single
13077at314145	Single
13088at314145	Single
13093at314145	Single
13102at314145	Single
13103at314145	Single
13111at314145	Single
13114at314145	Single
13121at314145	Single
13144at314145	Single
13149at314145	Single
13158at314145	Single
13162at314145	Single
13177at314145	Single
13178at314145	Single
13197at314145	Single
131at314145	Single
13200at314145	Single
13207at314145	Single
13210at314145	Single
13211at314145	Single
13213at314145	Single
13216at314145	Single
13229at314145	Single
1322at314145	Single
13232at314145	Single
13239at314145	Single
13249at314145	Single
13258at314145	Single
13262at314145	Single
13275at314145	Single
13276at314145	Single
13296at314145	Single
132at314145	Single
13300at314145	Single
13302at314145	Single
13303at314145	Single
13312at314145	Single
13313at314145	Single
13333at314145	Single
13341at314145	Single
13355at314145	Single
1335at314145	Single
13368at314145	Single
13390at314145	Single
13393at314145	Single
13394at314145	Single
13395at314145	Single
13397at314145	Single
13404at314145	Single
13407at314145	Single
13409at314145	Single
13418at314145	Single
13422at314145	Single
13431at314145	Single
13434at314145	Single
13437at314145	Single
13441at314145	Single
13447at314145	Single
13449at314145	Single
13456at314145	Single
1347at314145	Single
13486at314145	Single
13489at314145	Single
13505at314145	Single
13512at314145	Single
13514at314145	Single
13515at314145	Single
13518at314145	Single
13523at314145	Single
13543at314145	Single
13563at314145	Single
13575at314145	Single
13580at314145	Single
13581at314145	Single
13582at314145	Single
13583at314145	Single
13585at314145	Single
13588at314145	Single
13595at314145	Single
13602at314145	Single
13618at314145	Single
13642at314145	Single
1364at314145	Single
13669at314145	Single
13681at314145	Single
13691at314145	Single
13703at314145	Single
13733at314145	Single
13742at314145	Single
13751at314145	Single
13752at314145	Single
13757at314145	Single
13758at314145	Single
13763at314145	Single
13772at314145	Single
1377at314145	Single
13794at314145	Single
13796at314145	Single
13799at314145	Single
13800at314145	Single
13804at314145	Single
13807at314145	Single
13814at314145	Single
13816at314145	Single
13831at314145	Single
13838at314145	Single
13845at314145	Single
13852at314145	Single
13859at314145	Single
1385at314145	Single
13861at314145	Single
13864at314145	Single
1388at314145	Single
13895at314145	Single
13907at314145	Single
13913at314145	Single
13914at314145	Single
13923at314145	Single
13925at314145	Single
1392at314145	Single
13933at314145	Single
13939at314145	Single
13946at314145	Single
13957at314145	Single
13966at314145	Single
1398at314145	Single
13992at314145	Single
14003at314145	Single
14004at314145	Single
1400at314145	Single
14013at314145	Single
14034at314145	Single
14039at314145	Single
14043at314145	Single
14046at314145	Single
14052at314145	Single
14057at314145	Single
14059at314145	Single
14078at314145	Single
14119at314145	Single
1413at314145	Single
14162at314145	Single
14170at314145	Single
14194at314145	Single
14217at314145	Single
14219at314145	Single
1421at314145	Single
14220at314145	Single
14221at314145	Single
14229at314145	Single
14233at314145	Single
14235at314145	Single
14238at314145	Single
14240at314145	Single
14265at314145	Single
14277at314145	Single
14278at314145	Single
14284at314145	Single
142at314145	Single
14304at314145	Single
14310at314145	Single
1431at314145	Single
14326at314145	Single
14327at314145	Single
1432at314145	Single
14333at314145	Single
1433at314145	Single
14342at314145	Single
14353at314145	Single
14354at314145	Single
1435at314145	Single
14361at314145	Single
14364at314145	Single
1436at314145	Single
14398at314145	Single
14400at314145	Single
14403at314145	Single
14406at314145	Single
14408at314145	Single
14418at314145	Single
14421at314145	Single
14422at314145	Single
14430at314145	Single
14438at314145	Single
14449at314145	Single
14455at314145	Single
14486at314145	Single
14498at314145	Single
1449at314145	Single
144at314145	Single
14504at314145	Single
14505at314145	Single
14510at314145	Fragmented
14529at314145	Single
1452at314145	Single
14550at314145	Single
14552at314145	Single
14553at314145	Single
14557at314145	Single
14558at314145	Single
14563at314145	Single
14568at314145	Single
14572at314145	Single
14573at314145	Single
14578at314145	Single
14600at314145	Single
14617at314145	Single
1463at314145	Single
14647at314145	Single
14648at314145	Single
1465at314145	Single
14666at314145	Single
14671at314145	Single
14714at314145	Single
14715at314145	Single
14718at314145	Single
14720at314145	Single
14721at314145	Single
14730at314145	Single
14733at314145	Single
14741at314145	Single
14756at314145	Single
14758at314145	Single
14765at314145	Single
14766at314145	Single
14773at314145	Single
14775at314145	Single
14779at314145	Single
1477at314145	Single
14785at314145	Single
14790at314145	Single
14810at314145	Single
14817at314145	Single
14820at314145	Single
14823at314145	Single
14831at314145	Single
14836at314145	Single
14838at314145	Single
14855at314145	Single
14860at314145	Duplicated
14860at314145	Duplicated
14865at314145	Single
1488at314145	Single
14891at314145	Single
14899at314145	Single
1490at314145	Single
14915at314145	Single
14916at314145	Single
14924at314145	Single
14925at314145	Single
14926at314145	Single
14935at314145	Single
14951at314145	Single
1495at314145	Single
14961at314145	Single
14962at314145	Single
14983at314145	Single
14984at314145	Single
14987at314145	Single
14999at314145	Single
15001at314145	Single
15003at314145	Single
15005at314145	Single
15030at314145	Single
15034at314145	Single
15037at314145	Single
15046at314145	Single
15060at314145	Single
15072at314145	Single
15078at314145	Single
1507at314145	Single
15082at314145	Single
15100at314145	Single
15111at314145	Single
15114at314145	Single
15121at314145	Single
15128at314145	Single
15131at314145	Single
15133at314145	Single
15149at314145	Single
15156at314145	Single
15165at314145	Single
15178at314145	Single
15183at314145	Single
15198at314145	Single
1519at314145	Single
15201at314145	Single
1520at314145	Single
15213at314145	Single
15214at314145	Single
15217at314145	Single
15232at314145	Single
15241at314145	Single
15251at314145	Single
15252at314145	Single
15253at314145	Single
15259at314145	Single
15264at314145	Single
15267at314145	Single
15270at314145	Single
15271at314145	Single
15272at314145	Single
15275at314145	Single
15281at314145	Single
15300at314145	Single
15308at314145	Single
15313at314145	Single
15320at314145	Single
15331at314145	Single
15341at314145	Single
15344at314145	Single
15345at314145	Single
15360at314145	Single
15370at314145	Single
15378at314145	Single
15393at314145	Single
15394at314145	Single
15408at314145	Single
15419at314145	Single
15441at314145	Single
15450at314145	Single
15453at314145	Single
15465at314145	Single
15468at314145	Single
1546at314145	Single
15477at314145	Single
15491at314145	Single
154at314145	Single
15501at314145	Single
15511at314145	Single
15515at314145	Single
15528at314145	Single
15532at314145	Single
15536at314145	Single
15539at314145	Single
15565at314145	Single
15567at314145	Single
15570at314145	Single
15592at314145	Single
15615at314145	Single
15639at314145	Single
15655at314145	Single
15666at314145	Single
15694at314145	Single
15695at314145	Single
15703at314145	Single
15709at314145	Single
15713at314145	Single
15729at314145	Single
15738at314145	Single
15739at314145	Single
1573at314145	Single
15742at314145	Single
15745at314145	Single
15753at314145	Single
1575at314145	Single
15761at314145	Single
15773at314145	Single
15776at314145	Single
1577at314145	Single
15809at314145	Single
15826at314145	Single
15839at314145	Single
1583at314145	Single
15853at314145	Single
15866at314145	Single
15874at314145	Single
15879at314145	Single
1587at314145	Single
15885at314145	Single
15921at314145	Single
15950at314145	Single
15957at314145	Single
1595at314145	Single
15965at314145	Single
15987at314145	Single
15989at314145	Single
15991at314145	Single
15992at314145	Single
15at314145	Single
16000at314145	Single
16002at314145	Single
16003at314145	Single
1600at314145	Single
16013at314145	Single
16019at314145	Single
1601at314145	Single
16029at314145	Single
16034at314145	Single
16035at314145	Single
16043at314145	Single
16045at314145	Single
16050at314145	Single
16061at314145	Single
16072at314145	Single
16086at314145	Single
16087at314145	Single
16092at314145	Single
16100at314145	Single
1610at314145	Single
16111at314145	Single
16127at314145	Single
16128at314145	Single
16129at314145	Single
16138at314145	Single
16146at314145	Single
1614at314145	Single
16163at314145	Single
16172at314145	Single
16184at314145	Single
16192at314145	Single
16199at314145	Single
161at314145	Single
16200at314145	Single
16202at314145	Single
16207at314145	Single
16212at314145	Single
16219at314145	Single
16224at314145	Single
16227at314145	Single
16231at314145	Single
16235at314145	Fragmented
16249at314145	Single
16254at314145	Single
16263at314145	Single
