Gene	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	Identity	Fraction	Frameshift events	Best gene	Codons
10086at314145	Single	OW443376.1	66705075	66758693	+	4612	916	0.8681	0.9800380228136882	0	10086at314145_9837_0:002cbf	66705076_66705166_+|66705513_66705541_+|66705633_66705663_+|66705779_66705806_+|66707310_66707397_+|66710192_66710323_+|66713254_66713489_+|66717461_66717564_+|66721693_66721793_+|66723601_66723749_+|66726234_66726357_+|66728451_66728666_+|66730291_66730458_+|66731210_66731350_+|66734090_66734148_+|66734324_66734441_+|66736647_66736720_+|66738684_66738819_+|66739782_66739972_+|66741560_66741653_+|66746579_66746708_+|66749797_66749984_+|66751276_66751431_+|66757209_66757351_+|66757571_66757707_+|66758596_66758693_+
100879at314145	Single	OW443372.1	7787434	7793612	-	783	144	0.908	0.690677966101695	0	100879at314145_32536_0:000928	7793425_7793612_-|7788021_7788252_-|7787432_7787503_-
100882at314145	Single	OW443374.1	64767837	64793161	-	930	175	1.0	0.9378238341968912	0	100882at314145_32536_0:000bd3	64793018_64793161_-|64788673_64788789_-|64779060_64779110_-|64777295_64777480_-|64767835_64767882_-
100914at314145	Single	OW443365.1	130717111	130741001	-	1144	196	0.9315	1.0	0	100914at314145_59538_0:000c5b	130740910_130741001_-|130739351_130739451_-|130734867_130735014_-|130720185_130720329_-|130719197_130719317_-|130718314_130718414_-|130717109_130717147_-
100922at314145	Single	OW443360.1	203709805	203722491	-	752	119	0.973	1.0	0	100922at314145_118797_0:003167	203722465_203722491_-|203714845_203714879_-|203712433_203712538_-|203711418_203711592_-|203709803_203709906_-
100923at314145	Single	OW443370.1	101418581	101469400	-	615	105	0.7325	0.9811320754716981	0	100923at314145_32536_0:004521	101469280_101469400_-|101443022_101443108_-|101441640_101441768_-|101422256_101422308_-|101418579_101418662_-
100929at314145	Single	OW443360.1	154438913	154441295	-	821	124	0.9576	1.0	0	100929at314145_109478_0:001f6a	154441252_154441295_-|154440619_154440720_-|154440132_154440369_-|154438911_154439024_-
100940at314145	Single	OW443373.1	70593005	70601096	+	756	134	0.8961	0.7897435897435897	0	100940at314145_29073_0:002c73	70593006_70593075_+|70599897_70600012_+|70600231_70600323_+|70600408_70600503_+|70600752_70600784_+|70601043_70601096_+
100959at314145	Single	OW443371.1	44586329	44588625	-	931	159	0.9568	1.0	0	100959at314145_291302_0:004600	44588529_44588625_-|44588267_44588382_-|44587229_44587432_-|44586972_44587068_-|44586327_44586370_-
100978at314145	Single	OW443375.1	39213788	39220729	-	934	188	0.8433	1.0	0	100978at314145_109478_0:001dd9	39220653_39220729_-|39220546_39220568_-|39218068_39218267_-|39216288_39216487_-|39213786_39213939_-
100979at314145	Single	OW443360.1	129080823	129182423	+	1079	182	0.9769	1.0	0	100979at314145_118797_0:003f08	129080824_129080959_+|129084659_129084810_+|129120415_129120546_+|129182196_129182426_+
100980at314145	Single	OW443361.1	128078788	128081268	-	982	188	0.8493	1.0	0	100980at314145_109478_0:000a2a	128081228_128081268_-|128080739_128080883_-|128079472_128079621_-|128079041_128079231_-|128078786_128078918_-
100982at314145	Single	OW443367.1	92659851	92672303	-	937	150	1.0	1.0	0	100982at314145_9733_0:0001a3	92672263_92672303_-|92670199_92670280_-|92668037_92668119_-|92666636_92666723_-|92666176_92666247_-|92660223_92660310_-|92659849_92659934_-
100986at314145	Single	OW443370.1	37798549	37800382	-	1132	221	0.9955	1.0	0	100986at314145_118797_0:0011ba	37800256_37800382_-|37799745_37799782_-|37798547_37799050_-
100988at314145	Single	OW443379.1	44433816	44435513	-	1181	162	0.9689	1.0	0	100988at314145_29078_0:003118	44435099_44435513_-|44433814_44434073_-
100990at314145	Single	OW443376.1	78654530	78655330	+	901	173	0.7013	1.0	1	100990at314145_9793_0:0020aa	78654531_78655333_+
100991at314145	Single	OW443376.1	51311888	51313130	-	929	167	0.8419	1.0	0	100991at314145_30521_0:0000a4	51312996_51313130_-|51312631_51312786_-|51312453_51312554_-|51312085_51312238_-|51311886_51311980_-
1009at314145	Single	OW443380.1	47546723	47587606	-	14970	2315	0.9515	0.9989231873653984	0	1009at314145_9365_0:0038be	47587438_47587606_-|47582318_47582481_-|47581871_47582077_-|47580848_47581028_-|47580678_47580766_-|47579665_47580080_-|47579079_47579224_-|47578828_47578950_-|47576585_47576739_-|47576129_47576248_-|47575642_47575786_-|47575396_47575559_-|47571846_47572046_-|47571251_47571451_-|47570568_47570804_-|47569595_47569713_-|47569374_47569505_-|47569172_47569285_-|47568418_47568666_-|47567710_47567909_-|47567179_47567389_-|47566832_47567081_-|47566182_47566314_-|47564429_47564676_-|47564228_47564338_-|47563958_47564076_-|47563377_47563584_-|47562666_47562846_-|47561945_47562108_-|47561042_47561186_-|47559607_47559838_-|47558322_47558445_-|47557967_47558180_-|47557598_47557812_-|47552734_47552941_-|47552381_47552540_-|47551762_47551954_-|47551109_47551279_-|47550816_47550946_-|47550184_47550316_-|47546721_47547989_-
101008at314145	Single	OW443360.1	128922671	128925622	-	1119	212	0.8996	0.7198795180722891	0	101008at314145_419612_0:003b61	128925134_128925622_-|128922882_128922997_-|128922669_128922783_-
101009at314145	Single	OW443369.1	6254543	6259077	+	1195	200	0.8906	1.0	0	101009at314145_118797_0:0043d1	6254544_6254735_+|6256528_6256638_+|6257008_6257064_+|6257304_6257531_+|6258474_6258593_+|6258991_6259080_+
101010at314145	Single	OW443376.1	78535732	78538138	-	615	205	0.5887	1.0	0	101010at314145_9685_0:00450e	78538088_78538138_-|78536112_78536531_-|78535733_78535969_-
101011at314145	Single	OW443365.1	109706658	109708578	+	1531	240	0.953	1.0	0	101011at314145_118797_0:002d3a	109706659_109706678_+|109707705_109708581_+
101030at314145	Single	OW443371.1	69485919	69496150	+	782	157	0.8817	1.0	0	101030at314145_9365_0:000aa8	69485920_69485989_+|69487746_69487807_+|69493516_69493740_+|69496001_69496153_+
101050at314145	Single	OW443376.1	7416882	7422640	+	900	156	0.9375	0.9186602870813397	0	101050at314145_9685_0:000f54	7416883_7417173_+|7420140_7420256_+|7422473_7422640_+
101074at314145	Single	OW443368.1	89122969	89129035	+	1511	243	0.9932	1.0	0	101074at314145_118797_0:0035a4	89122970_89123038_+|89125086_89125186_+|89126730_89126879_+|89127750_89127803_+|89128531_89129038_+
101076at314145	Single	OW443362.1	26222564	26225112	+	1633	253	0.9567	1.0	0	101076at314145_143302_0:001132	26222565_26222895_+|26224475_26225115_+
101077at314145	Single	OW443363.1	49474507	49506711	-	850	220	0.6585	0.9759450171821306	0	101077at314145_109478_0:0002a3	49506054_49506711_-|49486080_49486158_-|49474505_49474589_-
101107at314145	Single	OW443375.1	52629186	52633415	+	907	143	0.9886	1.0	0	101107at314145_118797_0:0025cf	52629187_52629296_+|52631437_52631568_+|52632013_52632111_+|52633229_52633418_+
101113at314145	Single	OW443362.1	5719456	5721678	+	790	129	0.9148	1.0	0	101113at314145_30538_0:001f54	5719457_5719558_+|5721262_5721681_+
10111at314145	Single	OW443363.1	52883909	52897668	-	4970	1012	0.8017	1.0	0	10111at314145_109478_0:00412f	52897615_52897668_-|52895730_52895798_-|52895564_52895608_-|52895081_52895119_-|52892862_52893137_-|52891785_52891847_-|52890282_52890332_-|52883907_52886753_-
101150at314145	Single	OW443376.1	46964882	46970958	-	751	113	0.9931	0.8787878787878788	0	101150at314145_9798_0:00395f	46970889_46970958_-|46970272_46970407_-|46965396_46965541_-|46964880_46964965_-
101156at314145	Single	OW443380.1	55128854	55134995	-	1236	206	0.9447	1.0	0	101156at314145_143302_0:003fcc	55134973_55134995_-|55134206_55134464_-|55131251_55131321_-|55129677_55129746_-|55129374_55129592_-|55128852_55128971_-
101159at314145	Single	OW443368.1	7367365	7372476	+	865	230	0.6683	1.0	1	101159at314145_109478_0:0016ae	7367366_7367404_+|7368750_7368854_+|7371814_7372479_+
101168at314145	Single	OW443381.1	9470637	9479056	+	778	133	0.9863	0.8957055214723927	0	101168at314145_59538_0:0038e8	9470638_9470792_+|9476301_9476346_+|9476665_9476706_+|9478592_9478674_+|9478945_9479059_+
101171at314145	Single	OW443362.1	35223549	35228959	+	552	154	0.7516	1.0	0	101171at314145_29078_0:00163e	35223550_35223738_+|35226277_35226325_+|35226542_35226693_+|35228879_35228962_+
101182at314145	Single	OW443365.1	11655248	11667408	-	840	165	0.668	0.9465648854961832	0	101182at314145_34882_0:0036a0	11667364_11667408_-|11666296_11666737_-|11655246_11655505_-
101201at314145	Single	OW443361.1	127395345	127396546	+	996	179	0.9896	1.0	0	101201at314145_42254_0:001f52	127395346_127395777_+|127396400_127396549_+
101216at314145	Single	OW443364.1	44809955	44815853	+	819	158	0.8128	0.8695652173913043	0	101216at314145_59463_0:0016d6	44809956_44810111_+|44813303_44813416_+|44813891_44813932_+|44814035_44814178_+|44815704_44815853_+
101217at314145	Single	OW443368.1	94839051	94846739	-	959	192	0.899	0.9541284403669725	0	101217at314145_29073_0:001477	94846566_94846739_-|94845374_94845602_-|94843523_94843652_-|94839049_94839142_-
101244at314145	Single	OW443373.1	33931569	33932472	+	606	140	0.7419	0.9567901234567902	0	101244at314145_109478_0:0048d9	33931570_33931875_+|33932314_33932472_+
10124at314145	Single	OW443361.1	115354459	115458512	+	5940	1050	0.9228	1.0	0	10124at314145_109478_0:000bc6	115354460_115354528_+|115360273_115360420_+|115387826_115387899_+|115394441_115394581_+|115396361_115396465_+|115406810_115406875_+|115411033_115411125_+|115412231_115412356_+|115431251_115431408_+|115439285_115439501_+|115442667_115442878_+|115444663_115445251_+|115454447_115455720_+|115458053_115458515_+
101259at314145	Single	OW443367.1	40069077	40093610	+	903	140	0.9415	1.0	0	101259at314145_109478_0:0009a9	40069078_40069195_+|40076793_40076891_+|40091419_40091549_+|40093446_40093613_+
101275at314145	Single	OW443380.1	48203169	48205346	+	791	167	0.858	0.7709251101321586	0	101275at314145_186990_0:003b15	48203170_48203272_+|48204922_48205349_+
101277at314145	Single	OW443368.1	7977851	7980579	-	843	107	0.8444	1.0	0	101277at314145_42254_0:003c87	7980400_7980579_-|7978985_7979153_-|7978548_7978660_-|7978382_7978428_-|7978000_7978035_-|7977849_7977910_-
101288at314145	Single	OW443362.1	7625942	7631248	-	872	167	0.756	1.0	1	101288at314145_32536_0:0038ee	7630969_7631248_-|7627669_7627848_-|7627412_7627512_-|7627036_7627112_-|7625940_7626046_-
101298at314145	Single	OW443375.1	62479243	62483251	-	841	162	0.9231	0.845	0	101298at314145_9365_0:002fc6	62483112_62483251_-|62481445_62481602_-|62479983_62480111_-|62479244_62479323_-
10129at314145	Single	OW443361.1	59199065	59333569	-	5742	916	0.9858	1.0	0	10129at314145_118797_0:004485	59333479_59333569_-|59330564_59330631_-|59328999_59329083_-|59320558_59320691_-|59318624_59318761_-|59316805_59317019_-|59307049_59307172_-|59305253_59305329_-|59304380_59304516_-|59303241_59303363_-|59299269_59299368_-|59295173_59295324_-|59294765_59294931_-|59283479_59283617_-|59238222_59238353_-|59232654_59232801_-|59225146_59226128_-|59214609_59214793_-|59199063_59199251_-
101301at314145	Single	OW443360.1	174245609	174246888	-	825	179	0.7336	1.0	0	101301at314145_109478_0:001129	174246852_174246888_-|174245607_174246214_-
101304at314145	Single	OW443360.1	115353896	115367596	-	993	182	0.871	1.0	0	101304at314145_9974_0:0047f0	115367534_115367596_-|115366453_115366641_-|115364302_115364376_-|115363635_115363730_-|115355942_115356016_-|115354822_115354905_-|115353894_115353965_-
101307at314145	Single	OW443360.1	103871150	103877073	+	1029	168	0.9075	1.0	0	101307at314145_109478_0:003e8b	103871151_103871330_+|103875777_103876135_+|103876938_103877076_+
10130at314145	Single	OW443370.1	83233861	83246683	+	7367	1548	0.7266	1.0	0	10130at314145_9823_0:0028ad	83233862_83233882_+|83236576_83236717_+|83237322_83237702_+|83237788_83237857_+|83238153_83239624_+|83240137_83240202_+|83240368_83240457_+|83240839_83241636_+|83241746_83241789_+|83242284_83244695_+|83244828_83245010_+|83245237_83245362_+|83245459_83245569_+|83246519_83246686_+
101312at314145	Single	OW443371.1	40040832	40048428	+	1056	205	0.8824	1.0	0	101312at314145_109478_0:003a6a	40040833_40040888_+|40041506_40041614_+|40044042_40044162_+|40045390_40045438_+|40045541_40045638_+|40045841_40045920_+|40046399_40046499_+|40047191_40047266_+|40048408_40048431_+
101315at314145	Single	OW443376.1	80732463	80735785	-	790	156	0.9752	1.0	0	101315at314145_9365_0:000f64	80735604_80735785_-|80734874_80734982_-|80733763_80733900_-|80732461_80732508_-
101316at314145	Single	OW443372.1	51373196	51379535	-	1070	212	0.8729	0.9833333333333333	0	101316at314145_30538_0:001c6f	51379066_51379535_-|51377366_51377438_-|51373197_51373361_-
10131at314145	Single	OW443362.1	3376921	3386766	-	3774	429	0.4776	1.0	6	10131at314145_109478_0:000833	3386716_3386766_-|3386036_3386183_-|3385177_3385238_-|3378943_3382856_-|3378331_3378906_-|3377323_3377714_-|3376919_3377251_-
101324at314145	Single	OW443376.1	1260811	1262432	-	995	211	0.6926	1.0	0	101324at314145_29078_0:003a3a	1262357_1262432_-|1261686_1261864_-|1261514_1261614_-|1261009_1261425_-|1260809_1260920_-
101330at314145	Single	OW443376.1	87769087	87784345	+	861	145	0.9	0.9625668449197861	0	101330at314145_225400_0:0022f6	87769088_87769154_+|87773823_87773927_+|87777983_87778170_+|87783657_87783783_+|87784293_87784348_+
101331at314145	Single	OW443362.1	6120888	6125150	-	797	203	0.6289	1.0	0	101331at314145_29078_0:002b1a	6125024_6125150_-|6122218_6122331_-|6121621_6121854_-|6121182_6121340_-|6120889_6121022_-
101332at314145	Single	OW443374.1	48023229	48026748	+	825	222	0.6808	1.0	0	101332at314145_42254_0:00178c	48023230_48023273_+|48024150_48024240_+|48024407_48024530_+|48024687_48024853_+|48025787_48025843_+|48026378_48026520_+|48026601_48026748_+
10133at314145	Single	OW443360.1	48696731	48748559	-	6073	1070	0.9585	0.9925803792250618	0	10133at314145_419612_0:004258	48748449_48748559_-|48746775_48746915_-|48734434_48734548_-|48731305_48731417_-|48730555_48730703_-|48728130_48728176_-|48726476_48726612_-|48726101_48726190_-|48725834_48725995_-|48725618_48725695_-|48724888_48725079_-|48716744_48716885_-|48716217_48716299_-|48711904_48712060_-|48709690_48709790_-|48708152_48708365_-|48707875_48707969_-|48707498_48707571_-|48706162_48706314_-|48703733_48703893_-|48702804_48702915_-|48702058_48702219_-|48701817_48701944_-|48699251_48699480_-|48698959_48699074_-|48698018_48698218_-|48696732_48696870_-
101345at314145	Single	OW443364.1	77141305	77142421	+	793	163	0.9212	1.0	0	101345at314145_109478_0:002bd1	77141306_77141441_+|77142063_77142424_+
10134at314145	Single	OW443371.1	37017190	37058161	-	6365	1215	0.8175	1.0	0	10134at314145_109478_0:004150	37058101_37058161_-|37055833_37055990_-|37046070_37046147_-|37042807_37042907_-|37040817_37040878_-|37027446_37027504_-|37027084_37027193_-|37026009_37026110_-|37024128_37024237_-|37020778_37023480_-|37019338_37019684_-|37018096_37018314_-|37017615_37017734_-|37017188_37017334_-
101368at314145	Single	OW443363.1	84402022	84408835	+	756	145	0.9423	0.8387096774193549	0	101368at314145_109478_0:000163	84402023_84402178_+|84406961_84407113_+|84408677_84408835_+
10136at314145	Single	OW443362.1	10651821	10659732	-	5482	1002	0.8864	1.0	0	10136at314145_29078_0:003814	10659669_10659732_-|10658587_10658685_-|10657437_10657709_-|10656751_10656906_-|10655402_10655680_-|10654711_10654819_-|10654360_10654517_-|10651822_10654109_-
101374at314145	Single	OW443370.1	21256584	21275311	-	934	165	0.9521	1.0	0	101374at314145_109478_0:000419	21275136_21275311_-|21258738_21258955_-|21256582_21256754_-
101375at314145	Single	OW443381.1	23061014	23071481	+	864	158	0.9492	0.917098445595855	0	101375at314145_29088_0:002f10	23061015_23061038_+|23063572_23063652_+|23067705_23067814_+|23067920_23068067_+|23069409_23069526_+|23071432_23071481_+
101380at314145	Single	OW443371.1	42584059	42588192	+	1065	190	0.9434	1.0	0	101380at314145_132908_0:0032c4	42584060_42584125_+|42585376_42585525_+|42585887_42585976_+|42586568_42586691_+|42586997_42587115_+|42588106_42588195_+
101400at314145	Single	OW443367.1	42993156	43036070	+	989	183	0.8319	1.0	0	101400at314145_109478_0:000986	42993157_42993556_+|42995065_42995118_+|43015449_43015581_+|43035980_43036073_+
101401at314145	Single	OW443362.1	7351582	7353186	-	924	153	0.9281	0.9660194174757282	0	101401at314145_9940_0:001852	7353087_7353186_-|7352873_7352970_-|7352550_7352733_-|7351580_7351798_-
101404at314145	Single	OW443379.1	36045603	36048551	+	697	191	0.6792	1.0	0	101404at314145_9365_0:002a59	36045604_36045670_+|36047383_36047694_+|36047895_36048013_+|36048293_36048334_+|36048456_36048554_+
101413at314145	Duplicated	OW443366.1	70645866	70659674	+	717	144	0.8961	0.9625	0	101413at314145_143302_0:000d3c	70645867_70645961_+|70649559_70649679_+|70655785_70655882_+|70659527_70659674_+
101413at314145	Duplicated	OW443376.1	24340366	24340825	+	702	144	0.8693	0.95625	0	101413at314145_143302_0:000d3c	24340367_24340825_+
101428at314145	Single	OW443376.1	1093996	1094954	+	830	151	0.9101	0.7963800904977375	0	101428at314145_9646_0:0033e1	1093997_1094206_+|1094287_1094458_+|1094803_1094954_+
10142at314145	Single	OW443365.1	47088584	47120244	-	6033	1022	0.982	1.0	0	10142at314145_118797_0:000ab8	47120136_47120244_-|47114633_47114821_-|47114402_47114514_-|47112892_47113095_-|47112560_47112798_-|47111646_47111937_-|47111435_47111515_-|47110509_47110591_-|47110147_47110354_-|47108630_47108815_-|47108357_47108536_-|47108110_47108256_-|47107877_47108014_-|47106775_47106895_-|47106566_47106668_-|47103306_47103447_-|47101184_47101329_-|47100939_47101092_-|47099778_47099888_-|47091561_47091717_-|47090932_47091086_-|47090661_47090812_-|47089491_47089560_-|47089095_47089205_-|47088582_47088665_-
101443at314145	Single	OW443370.1	68739311	68759589	-	899	146	1.0	1.0	0	101443at314145_118797_0:003cd8	68759534_68759589_-|68756868_68757022_-|68740071_68740139_-|68739309_68739529_-
101449at314145	Single	OW443361.1	190513483	190514427	+	852	134	0.9693	1.0	0	101449at314145_291302_0:002b8d	190513484_190513563_+|190514019_190514430_+
10144at314145	Single	OW443364.1	30277027	30380119	+	5400	913	0.9404	1.0	0	10144at314145_32536_0:0039c8	30277028_30277198_+|30280295_30280520_+|30289721_30289944_+|30292680_30292859_+|30295283_30295453_+|30296365_30296442_+|30313688_30313939_+|30315328_30315424_+|30319262_30319392_+|30321677_30321727_+|30334937_30335125_+|30339238_30339359_+|30342551_30342694_+|30343947_30344087_+|30355520_30355589_+|30357393_30357571_+|30358397_30358506_+|30360145_30360223_+|30372513_30372680_+|30374114_30374237_+|30377999_30378144_+|30379483_30379615_+|30379985_30380122_+
