sample	chromosome	file_name	variants	phased	unphased	singletons	blocks	variant_per_block_median	variant_per_block_avg	variant_per_block_min	variant_per_block_max	variant_per_block_sum	bp_per_block_median	bp_per_block_avg	bp_per_block_min	bp_per_block_max	bp_per_block_sum	heterozygous_variants	heterozygous_snvs	phased_snvs	phased_fraction	phased_snvs_fraction	block_n50	contig_size
SAMPLE	Utg635062	no-zero-phased.vcf	1208	1198	3	0	1	1198	1198	1198	1198	1198	552610	552610	552610	552610	552610	1201	1005	1003	0.997502082	0.99800995	552610	554702
SAMPLE	Utg634722	no-zero-phased.vcf	79533	77376	178	0	2	38688	38688	14428	62948	77376	16463459	16463459	4641182	28285736	32926918	77554	64198	64136	0.997704825	0.999034238	28285736	32965446
SAMPLE	Utg635760	no-zero-phased.vcf	4642	4408	6	0	1	4408	4408	4408	4408	4408	1966024	1966024	1966024	1966024	1966024	4414	3627	3626	0.998640689	0.99972429	1966024	1966635
SAMPLE	Utg637582	no-zero-phased.vcf	2106	1409	407	0	6	163	234.8333333	59	752	1409	12690	31347.83333	6233	118974	188087	1816	1776	1374	0.775881057	0.773648649	118974	217077
SAMPLE	Utg635560	no-zero-phased.vcf	6906	6716	13	0	1	6716	6716	6716	6716	6716	2193826	2193826	2193826	2193826	2193826	6729	5650	5647	0.998068064	0.999469027	2193826	2195796
SAMPLE	Utg634696	no-zero-phased.vcf	47485	46761	72	0	1	46761	46761	46761	46761	46761	20541602	20541602	20541602	20541602	20541602	46833	38971	38947	0.998462623	0.999384157	20541602	20544937
SAMPLE	Utg635916	no-zero-phased.vcf	1718	1622	0	0	2	811	811	2	1620	1622	397637	397637	5538	789736	795274	1622	1357	1357	1	1	789736	819391
SAMPLE	Utg635238	no-zero-phased.vcf	7755	7314	5	0	1	7314	7314	7314	7314	7314	3013511	3013511	3013511	3013511	3013511	7319	6042	6042	0.999316847	1	3013511	3018995
SAMPLE	Utg635592	no-zero-phased.vcf	1978	1919	1	0	1	1919	1919	1919	1919	1919	492336	492336	492336	492336	492336	1920	1631	1631	0.999479167	1	492336	492652
SAMPLE	Utg635548	no-zero-phased.vcf	1173	1108	3	0	2	554	554	385	723	1108	221454	221454	157794	285114	442908	1111	919	916	0.99729973	0.996735582	285114	493880
SAMPLE	Utg636016	no-zero-phased.vcf	1480	1439	0	0	1	1439	1439	1439	1439	1439	642302	642302	642302	642302	642302	1439	1220	1220	1	1	642302	643180
SAMPLE	Utg635472	no-zero-phased.vcf	1466	980	239	0	5	79	196	23	647	980	10498	19429.6	2047	66031	97148	1219	1075	853	0.803937654	0.793488372	14608	159251
SAMPLE	Utg637316	no-zero-phased.vcf	9	8	0	0	1	8	8	8	8	8	840	840	840	840	840	8	8	8	1	1	0	48780
SAMPLE	Utg635854	no-zero-phased.vcf	2242	1410	649	0	7	231	201.4285714	27	307	1410	29091	32851.57143	11858	74951	229961	2059	2020	1383	0.684798446	0.684653465	32409	299719
SAMPLE	Utg635264	no-zero-phased.vcf	3176	2932	1	0	1	2932	2932	2932	2932	2932	1317381	1317381	1317381	1317381	1317381	2933	2352	2352	0.999659052	1	1317381	1336674
SAMPLE	Utg635132	no-zero-phased.vcf	44	42	0	0	3	12	14	11	19	42	84785	65617.66667	3073	108995	196853	42	18	18	1	1	84785	312786
SAMPLE	Utg637314	no-zero-phased.vcf	1653	983	457	0	2	491.5	491.5	184	799	983	73093	73093	18721	127465	146186	1440	1420	968	0.682638889	0.681690141	127465	185475
SAMPLE	Utg636314	no-zero-phased.vcf	3856	2386	1042	0	13	104	183.5384615	31	576	2386	14724	21408.46154	5200	63533	278310	3428	3358	2347	0.696032672	0.698927933	14724	426855
SAMPLE	Utg635412	no-zero-phased.vcf	7046	6755	14	0	1	6755	6755	6755	6755	6755	3027016	3027016	3027016	3027016	3027016	6769	5461	5455	0.997931748	0.9989013	3027016	3042422
SAMPLE	Utg635700	no-zero-phased.vcf	798	274	78	0	4	67.5	68.5	23	116	274	14350	15447	5220	27868	61788	352	344	267	0.778409091	0.776162791	5220	122933
SAMPLE	Utg635526	no-zero-phased.vcf	2470	2191	11	0	1	2191	2191	2191	2191	2191	848903	848903	848903	848903	848903	2202	1782	1771	0.995004541	0.99382716	848903	849888
SAMPLE	Utg635190	no-zero-phased.vcf	10818	10637	21	0	1	10637	10637	10637	10637	10637	4562077	4562077	4562077	4562077	4562077	10658	8991	8980	0.998029649	0.998776554	4562077	4564194
SAMPLE	Utg634620	no-zero-phased.vcf	30487	29406	55	0	1	29406	29406	29406	29406	29406	13248644	13248644	13248644	13248644	13248644	29461	24198	24176	0.998133125	0.999090834	13248644	13251339
SAMPLE	Utg634878	no-zero-phased.vcf	14230	13449	48	0	1	13449	13449	13449	13449	13449	5199522	5199522	5199522	5199522	5199522	13497	10775	10749	0.996443654	0.997587007	5199522	5203013
SAMPLE	Utg635296	no-zero-phased.vcf	653	470	0	0	1	470	470	470	470	470	207975	207975	207975	207975	207975	470	404	404	1	1	207975	210389
SAMPLE	Utg636282	no-zero-phased.vcf	594	586	1	0	1	586	586	586	586	586	106777	106777	106777	106777	106777	587	522	522	0.998296422	1	106777	107391
SAMPLE	Utg635114	no-zero-phased.vcf	61	58	1	0	6	6	9.666666667	3	24	58	33621	56290.5	28578	160735	337743	59	1	1	0.983050847	1	36568	483920
SAMPLE	Utg634702	no-zero-phased.vcf	9746	9269	25	0	1	9269	9269	9269	9269	9269	3873446	3873446	3873446	3873446	3873446	9294	7548	7542	0.997310093	0.999205087	3873446	3878089
SAMPLE	Utg635332	no-zero-phased.vcf	4538	4312	12	0	1	4312	4312	4312	4312	4312	2246037	2246037	2246037	2246037	2246037	4324	3557	3553	0.997224792	0.998875457	2246037	2256262
SAMPLE	Utg636560	no-zero-phased.vcf	1581	1104	317	0	4	198	276	39	669	1104	20755	58429.25	2739	189468	233717	1421	1407	1093	0.776917664	0.776830135	189468	255655
SAMPLE	Utg635524	no-zero-phased.vcf	4956	4798	7	0	1	4798	4798	4798	4798	4798	2206615	2206615	2206615	2206615	2206615	4805	3950	3950	0.998543184	1	2206615	2219684
SAMPLE	Utg635764	no-zero-phased.vcf	213	207	0	0	1	207	207	207	207	207	73296	73296	73296	73296	73296	207	153	153	1	1	73296	78657
SAMPLE	Utg635318	no-zero-phased.vcf	307	299	0	0	4	3.5	74.75	3	289	299	8173.5	8656.75	3009	15271	34627	299	255	255	1	1	0	189968
SAMPLE	Utg637828	no-zero-phased.vcf	1707	1326	67	0	3	406	442	346	574	1326	54371	50619	31059	66427	151857	1393	1366	1300	0.951902369	0.951683748	54371	168825
SAMPLE	Utg636350	no-zero-phased.vcf	1746	1041	482	0	6	133.5	173.5	16	356	1041	25173	22535.5	9609	32540	135213	1523	1503	1024	0.68351937	0.681304059	24464	198189
SAMPLE	Utg635768	no-zero-phased.vcf	42	27	1	0	4	7	6.75	4	9	27	57040	55969.75	29610	80189	223879	28	2	2	0.964285714	1	75612	302870
SAMPLE	Utg636100	no-zero-phased.vcf	698	225	193	0	1	225	225	225	225	225	22195	22195	22195	22195	22195	418	400	216	0.538277512	0.54	22195	40175
SAMPLE	Utg635426	no-zero-phased.vcf	3861	3746	6	0	1	3746	3746	3746	3746	3746	1655039	1655039	1655039	1655039	1655039	3752	3081	3079	0.998400853	0.99935086	1655039	1660499
SAMPLE	Utg635692	no-zero-phased.vcf	5041	4641	6	0	2	2320.5	2320.5	2058	2583	4641	1083455.5	1083455.5	1029369	1137542	2166911	4647	3915	3915	0.998708844	1	1137542	2171563
SAMPLE	Utg635240	no-zero-phased.vcf	1668	770	584	0	7	107	110	8	238	770	11501	12648.42857	2284	26306	88539	1354	1283	720	0.568685377	0.561184723	0	241748
SAMPLE	Utg635246	no-zero-phased.vcf	4570	4513	9	0	1	4513	4513	4513	4513	4513	2290559	2290559	2290559	2290559	2290559	4522	3743	3739	0.99800973	0.998931338	2290559	2296671
SAMPLE	Utg634788	no-zero-phased.vcf	2803	2746	5	0	1	2746	2746	2746	2746	2746	1116014	1116014	1116014	1116014	1116014	2751	2255	2253	0.998182479	0.999113082	1116014	1117798
SAMPLE	Utg635868	no-zero-phased.vcf	337	229	0	0	1	229	229	229	229	229	74179	74179	74179	74179	74179	229	190	190	1	1	74179	75916
SAMPLE	Utg636494	no-zero-phased.vcf	996	695	42	0	1	695	695	695	695	695	113788	113788	113788	113788	113788	737	694	660	0.943012212	0.951008646	113788	129351
SAMPLE	Utg635092	no-zero-phased.vcf	2963	2809	2	0	1	2809	2809	2809	2809	2809	297545	297545	297545	297545	297545	2811	2479	2479	0.999288509	1	297545	300441
SAMPLE	Utg635842	no-zero-phased.vcf	715	254	394	0	2	127	127	48	206	254	28459.5	28459.5	9991	46928	56919	648	631	248	0.391975309	0.393026941	46928	93284
SAMPLE	Utg635304	no-zero-phased.vcf	10241	10029	10	0	7	16	1432.714286	5	9777	10029	45604	702013.2857	14166	4657449	4914093	10039	8372	8369	0.999003885	0.999641663	4657449	5050398
SAMPLE	Utg634762	no-zero-phased.vcf	61	53	2	0	6	7	8.833333333	3	20	53	25397.5	51333.66667	8434	148252	308002	55	2	2	0.963636364	1	83193	456883
SAMPLE	Utg635096	no-zero-phased.vcf	6332	6145	11	0	1	6145	6145	6145	6145	6145	2632946	2632946	2632946	2632946	2632946	6156	5018	5015	0.998213125	0.999402152	2632946	2642586
SAMPLE	Utg634970	no-zero-phased.vcf	629	501	2	0	35	9	14.31428571	2	88	501	48386	75875.51429	1334	327596	2655643	503	111	111	0.996023857	1	82338	3646478
SAMPLE	Utg635138	no-zero-phased.vcf	7764	7578	13	0	1	7578	7578	7578	7578	7578	3243242	3243242	3243242	3243242	3243242	7591	6363	6356	0.998287446	0.99889989	3243242	3249431
SAMPLE	Utg635314	no-zero-phased.vcf	25846	25390	39	0	1	25390	25390	25390	25390	25390	10130172	10130172	10130172	10130172	10130172	25429	21278	21259	0.998466318	0.999107059	10130172	10171395
SAMPLE	Utg636250	no-zero-phased.vcf	857	746	11	0	2	373	373	349	397	746	56626.5	56626.5	53649	59604	113253	757	738	727	0.985468956	0.985094851	53649	143759
SAMPLE	Utg636430	no-zero-phased.vcf	2010	1676	222	0	5	259	335.2	12	758	1676	14923	33433.4	1364	99972	167167	1898	1865	1655	0.883034773	0.887399464	99972	190004
SAMPLE	Utg634778	no-zero-phased.vcf	26243	25728	43	0	1	25728	25728	25728	25728	25728	11851408	11851408	11851408	11851408	11851408	25771	21112	21094	0.998331458	0.999147404	11851408	11856720
SAMPLE	Utg636372	no-zero-phased.vcf	612	553	0	0	1	553	553	553	553	553	205965	205965	205965	205965	205965	553	463	463	1	1	205965	208055
SAMPLE	Utg635482	no-zero-phased.vcf	1116	1080	2	0	1	1080	1080	1080	1080	1080	464237	464237	464237	464237	464237	1082	869	869	0.998151571	1	464237	487308
SAMPLE	Utg635674	no-zero-phased.vcf	1009	1003	2	0	1	1003	1003	1003	1003	1003	475233	475233	475233	475233	475233	1005	855	854	0.99800995	0.998830409	475233	480319
SAMPLE	Utg635046	no-zero-phased.vcf	22170	21671	51	0	1	21671	21671	21671	21671	21671	9671861	9671861	9671861	9671861	9671861	21722	17817	17795	0.99765215	0.998765224	9671861	9694491
SAMPLE	Utg637804	no-zero-phased.vcf	869	771	0	0	1	771	771	771	771	771	202591	202591	202591	202591	202591	771	688	688	1	1	202591	204017
SAMPLE	Utg637486	no-zero-phased.vcf	180	177	0	0	1	177	177	177	177	177	65859	65859	65859	65859	65859	177	142	142	1	1	65859	66311
SAMPLE	Utg634652	no-zero-phased.vcf	14315	14175	20	0	1	14175	14175	14175	14175	14175	5646359	5646359	5646359	5646359	5646359	14195	12002	11998	0.998591053	0.999666722	5646359	5653980
SAMPLE	Utg637012	no-zero-phased.vcf	1089	927	109	0	2	463.5	463.5	95	832	927	68661	68661	11183	126139	137322	1036	1006	899	0.894787645	0.893638171	126139	146560
SAMPLE	Utg635420	no-zero-phased.vcf	14	13	1	0	1	13	13	13	13	13	56162	56162	56162	56162	56162	14	8	8	0.928571429	1	0	137600
SAMPLE	Utg635084	no-zero-phased.vcf	465	380	2	0	1	380	380	380	380	380	102240	102240	102240	102240	102240	382	345	343	0.994764398	0.994202899	102240	103465
SAMPLE	Utg634780	no-zero-phased.vcf	10573	10222	10	0	1	10222	10222	10222	10222	10222	4181821	4181821	4181821	4181821	4181821	10232	8510	8508	0.999022674	0.999764982	4181821	4185664
SAMPLE	Utg635776	no-zero-phased.vcf	2006	1979	2	0	1	1979	1979	1979	1979	1979	806826	806826	806826	806826	806826	1981	1644	1644	0.998990409	1	806826	812439
SAMPLE	Utg635538	no-zero-phased.vcf	577	538	5	0	1	538	538	538	538	538	168329	168329	168329	168329	168329	543	458	453	0.990791897	0.989082969	168329	169065
SAMPLE	Utg634932	no-zero-phased.vcf	5367	5211	12	0	1	5211	5211	5211	5211	5211	2004847	2004847	2004847	2004847	2004847	5223	4372	4371	0.99770247	0.999771272	2004847	2006417
SAMPLE	Utg635602	no-zero-phased.vcf	3103	3003	5	0	1	3003	3003	3003	3003	3003	1331418	1331418	1331418	1331418	1331418	3008	2497	2497	0.998337766	1	1331418	1332257
SAMPLE	Utg637408	no-zero-phased.vcf	909	652	73	0	3	201	217.3333333	27	424	652	26211	33744.33333	9954	65068	101233	725	711	639	0.899310345	0.898734177	65068	121276
SAMPLE	Utg635372	no-zero-phased.vcf	558	523	3	0	1	523	523	523	523	523	213640	213640	213640	213640	213640	526	457	456	0.994296578	0.997811816	213640	216860
SAMPLE	Utg635270	no-zero-phased.vcf	2474	2233	5	0	1	2233	2233	2233	2233	2233	848427	848427	848427	848427	848427	2238	1854	1851	0.997765862	0.998381877	848427	848837
SAMPLE	Utg636882	no-zero-phased.vcf	498	275	201	0	3	95	91.66666667	39	141	275	12282	12136.33333	8478	15649	36409	476	469	274	0.577731092	0.584221748	8478	68156
SAMPLE	Utg635696	no-zero-phased.vcf	2288	2153	0	0	1	2153	2153	2153	2153	2153	930762	930762	930762	930762	930762	2153	1797	1797	1	1	930762	935583
SAMPLE	Utg638220	no-zero-phased.vcf	810	791	1	0	1	791	791	791	791	791	76069	76069	76069	76069	76069	792	697	697	0.998737374	1	0	156264
SAMPLE	Utg638578	no-zero-phased.vcf	738	677	1	0	1	677	677	677	677	677	108681	108681	108681	108681	108681	678	650	649	0.998525074	0.998461538	108681	112620
SAMPLE	Utg636984	no-zero-phased.vcf	634	568	15	0	2	284	284	178	390	568	90736	90736	62460	119012	181472	583	577	562	0.974271012	0.974003466	119012	185739
SAMPLE	Utg637484	no-zero-phased.vcf	1558	1361	106	0	3	109	453.6666667	27	1225	1361	20317	65357.33333	3973	171782	196072	1467	1411	1307	0.927743695	0.926293409	171782	206476
SAMPLE	Utg637264	no-zero-phased.vcf	1618	1341	21	0	1	1341	1341	1341	1341	1341	177132	177132	177132	177132	177132	1362	1329	1309	0.984581498	0.984951091	177132	177517
SAMPLE	Utg636044	no-zero-phased.vcf	331	204	3	0	1	204	204	204	204	204	21048	21048	21048	21048	21048	207	124	121	0.985507246	0.975806452	0	67438
SAMPLE	Utg636526	no-zero-phased.vcf	616	403	118	0	3	118	134.3333333	65	220	403	18664	30531.33333	10710	62220	91594	521	501	392	0.773512476	0.78243513	62220	98999
SAMPLE	Utg637364	no-zero-phased.vcf	2578	1645	191	0	6	209	274.1666667	23	842	1645	11362.5	28214.33333	4737	78848	169286	1836	1775	1587	0.895969499	0.894084507	54540	258093
SAMPLE	Utg635468	no-zero-phased.vcf	2973	2936	6	0	1	2936	2936	2936	2936	2936	1391079	1391079	1391079	1391079	1391079	2942	2492	2488	0.997960571	0.998394864	1391079	1391381
SAMPLE	Utg634634	no-zero-phased.vcf	16278	14966	406	0	3	402	4988.666667	83	14481	14966	12023	2180677.333	4084	6525925	6542032	15372	12534	12297	0.973588342	0.981091431	6525925	6566413
SAMPLE	Utg636014	no-zero-phased.vcf	921	872	2	0	1	872	872	872	872	872	398921	398921	398921	398921	398921	874	714	712	0.99771167	0.99719888	398921	405536
SAMPLE	Utg635414	no-zero-phased.vcf	4107	2506	807	0	13	160	192.7692308	20	565	2506	12128	17609.69231	921	50872	228926	3313	3114	2351	0.756414126	0.754977521	0	484855
SAMPLE	Utg635662	no-zero-phased.vcf	112	104	1	1	8	11	13	6	32	104	67870	78138.25	29155	189089	625106	106	5	4	0.981132075	0.8	83604	821893
SAMPLE	Utg637752	no-zero-phased.vcf	612	353	46	0	2	176.5	176.5	4	349	353	52844.5	52844.5	838	104851	105689	399	383	341	0.884711779	0.890339426	104851	133240
SAMPLE	Utg636032	no-zero-phased.vcf	15	4	1	0	1	4	4	4	4	4	29833	29833	29833	29833	29833	5	1	0	0.8	0	0	64624
SAMPLE	Utg634976	no-zero-phased.vcf	21447	21137	31	0	1	21137	21137	21137	21137	21137	7527841	7527841	7527841	7527841	7527841	21168	17903	17892	0.998535525	0.999385578	7527841	7539768
SAMPLE	Utg635344	no-zero-phased.vcf	1649	1586	8	0	1	1586	1586	1586	1586	1586	931234	931234	931234	931234	931234	1594	1294	1291	0.994981179	0.997681607	931234	941760
SAMPLE	Utg635726	no-zero-phased.vcf	22473	22150	27	0	1	22150	22150	22150	22150	22150	7806842	7806842	7806842	7806842	7806842	22177	18677	18671	0.998782522	0.999678749	7806842	7807442
SAMPLE	Utg635752	no-zero-phased.vcf	548	508	1	0	1	508	508	508	508	508	187552	187552	187552	187552	187552	509	433	433	0.998035363	1	187552	190077
SAMPLE	Utg635956	no-zero-phased.vcf	1492	1456	2	0	1	1456	1456	1456	1456	1456	561349	561349	561349	561349	561349	1458	1174	1174	0.998628258	1	561349	563386
SAMPLE	Utg634856	no-zero-phased.vcf	4415	4287	8	0	1	4287	4287	4287	4287	4287	1948182	1948182	1948182	1948182	1948182	4295	3444	3440	0.998137369	0.99883856	1948182	1948553
SAMPLE	Utg635382	no-zero-phased.vcf	3471	3353	12	0	2	1676.5	1676.5	96	3257	3353	647682	647682	49661	1245703	1295364	3365	2785	2780	0.996433878	0.998204668	1245703	1315293
SAMPLE	Utg637986	no-zero-phased.vcf	1957	1312	498	0	5	90	262.4	31	826	1312	12611	31915.6	5734	101920	159578	1810	1764	1286	0.724861878	0.729024943	101920	196110
SAMPLE	Utg635484	no-zero-phased.vcf	1557	1538	3	0	1	1538	1538	1538	1538	1538	667138	667138	667138	667138	667138	1541	1278	1278	0.998053212	1	667138	668234
SAMPLE	Utg635742	no-zero-phased.vcf	775	327	326	0	5	29	65.4	14	202	327	7070	25377.4	1765	101314	126887	653	640	324	0.500765697	0.50625	101314	191971
SAMPLE	Utg636542	no-zero-phased.vcf	323	210	29	0	3	40	70	34	136	210	9902	20297.66667	4108	46883	60893	239	224	203	0.878661088	0.90625	0	133341
SAMPLE	Utg635020	no-zero-phased.vcf	26835	26270	47	0	1	26270	26270	26270	26270	26270	10297989	10297989	10297989	10297989	10297989	26317	22135	22113	0.998214082	0.999006099	10297989	10301315
SAMPLE	Utg637590	no-zero-phased.vcf	759	344	337	0	2	172	172	19	325	344	27747	27747	3124	52370	55494	681	670	338	0.505139501	0.504477612	52370	94347
SAMPLE	Utg634964	no-zero-phased.vcf	8346	8231	10	0	1	8231	8231	8231	8231	8231	4110346	4110346	4110346	4110346	4110346	8241	6877	6873	0.998786555	0.999418351	4110346	4121239
SAMPLE	Utg635180	no-zero-phased.vcf	2897	2799	13	0	1	2799	2799	2799	2799	2799	1193190	1193190	1193190	1193190	1193190	2812	2355	2345	0.995376956	0.995753715	1193190	1202460
SAMPLE	Utg634520	no-zero-phased.vcf	21910	21361	41	0	2	10680.5	10680.5	3368	17993	21361	4914368	4914368	1580204	8248532	9828736	21402	17528	17514	0.998084291	0.999201278	8248532	9854501
SAMPLE	Utg634822	no-zero-phased.vcf	19011	18644	40	0	1	18644	18644	18644	18644	18644	7910772	7910772	7910772	7910772	7910772	18684	15818	15800	0.997859131	0.998862056	7910772	7915984
SAMPLE	Utg636324	no-zero-phased.vcf	3741	1655	113	0	3	536	551.6666667	389	730	1655	42900	43551	41231	46522	130653	1768	1699	1589	0.936085973	0.935256033	41231	183529
SAMPLE	Utg636694	no-zero-phased.vcf	40	34	0	0	3	11	11.33333333	3	20	34	3329	47192.66667	2075	136174	141578	34	11	11	1	1	136174	181214
SAMPLE	Utg636538	no-zero-phased.vcf	1683	1589	1	0	1	1589	1589	1589	1589	1589	706803	706803	706803	706803	706803	1590	1287	1287	0.999371069	1	706803	718508
SAMPLE	Utg635710	no-zero-phased.vcf	4551	4364	6	0	1	4364	4364	4364	4364	4364	1780065	1780065	1780065	1780065	1780065	4370	3512	3509	0.998627002	0.999145786	1780065	1781874
SAMPLE	Utg637558	no-zero-phased.vcf	1751	1092	315	0	3	422	364	69	601	1092	49085	65340.66667	4068	142869	196022	1407	1194	959	0.776119403	0.80318258	142869	247969
SAMPLE	Utg634990	no-zero-phased.vcf	4940	4830	8	0	1	4830	4830	4830	4830	4830	2377671	2377671	2377671	2377671	2377671	4838	4037	4035	0.998346424	0.999504583	2377671	2388157
SAMPLE	Utg635148	no-zero-phased.vcf	221	161	4	0	14	10	11.5	2	28	161	51702	79809.28571	4134	208461	1117330	165	6	6	0.975757576	1	98532	1571196
SAMPLE	Utg635320	no-zero-phased.vcf	13699	12515	85	0	2	6257.5	6257.5	371	12144	12515	2097044.5	2097044.5	21687	4172402	4194089	12600	10459	10413	0.993253968	0.995601874	4172402	4207478
SAMPLE	Utg634890	no-zero-phased.vcf	3463	3412	8	0	1	3412	3412	3412	3412	3412	1551615	1551615	1551615	1551615	1551615	3420	2818	2814	0.997660819	0.998580554	1551615	1556397
SAMPLE	Utg635454	no-zero-phased.vcf	1963	1804	7	0	3	224	601.3333333	31	1549	1804	139931	299514	16827	741784	898542	1811	1492	1491	0.996134732	0.999329759	741784	947767
SAMPLE	Utg634880	no-zero-phased.vcf	3175	2114	403	0	3	607	704.6666667	184	1323	2114	24354	67323.66667	22583	155034	201971	2517	2147	1772	0.839888756	0.82533768	155034	271282
SAMPLE	Utg634682	no-zero-phased.vcf	1557	1541	3	0	1	1541	1541	1541	1541	1541	488868	488868	488868	488868	488868	1544	1312	1312	0.998056995	1	488868	489130
SAMPLE	Utg636112	no-zero-phased.vcf	1373	1074	171	0	4	158.5	268.5	49	708	1074	21263.5	39467.5	5787	109556	157870	1245	1179	1012	0.862650602	0.858354538	109556	181681
SAMPLE	Utg635080	no-zero-phased.vcf	15694	15328	17	0	3	7223	5109.333333	6	8099	15328	3167657	2228148.667	28478	3488311	6684446	15345	12740	12738	0.998892147	0.999843014	3488311	6745351
SAMPLE	Utg634664	no-zero-phased.vcf	391	302	2	0	11	9	27.45454545	2	209	302	32144	55483.18182	2644	182266	610315	304	194	193	0.993421053	0.994845361	66973	998876
SAMPLE	Utg636906	no-zero-phased.vcf	1144	999	16	0	1	999	999	999	999	999	187091	187091	187091	187091	187091	1015	990	974	0.984236453	0.983838384	187091	187599
SAMPLE	Utg635920	no-zero-phased.vcf	4610	4480	4	0	1	4480	4480	4480	4480	4480	2177286	2177286	2177286	2177286	2177286	4484	3729	3728	0.999107939	0.999731832	2177286	2179019
SAMPLE	Utg637866	no-zero-phased.vcf	1899	1707	92	0	3	571	569	510	626	1707	86417	98754	72816	137029	296262	1799	1774	1684	0.948860478	0.949267193	86417	305029
SAMPLE	Utg634582	no-zero-phased.vcf	2256	2122	6	0	1	2122	2122	2122	2122	2122	968212	968212	968212	968212	968212	2128	1689	1685	0.997180451	0.997631735	968212	970520
SAMPLE	Utg634548	no-zero-phased.vcf	7873	7484	79	0	3	279	2494.666667	82	7123	7484	13333	941339.6667	2374	2808312	2824019	7563	6295	6247	0.98955441	0.992374901	2808312	2873791
SAMPLE	Utg635826	no-zero-phased.vcf	1530	1114	307	0	3	312	371.3333333	3	799	1114	44512	58829.66667	53	131924	176489	1421	1400	1097	0.783954961	0.783571429	131924	213194
SAMPLE	Utg635242	no-zero-phased.vcf	9480	9243	18	0	1	9243	9243	9243	9243	9243	4133134	4133134	4133134	4133134	4133134	9261	7632	7625	0.998056365	0.999082809	4133134	4140072
SAMPLE	Utg635504	no-zero-phased.vcf	6362	5961	13	0	1	5961	5961	5961	5961	5961	2032893	2032893	2032893	2032893	2032893	5974	5020	5017	0.997823904	0.99940239	2032893	2033994
SAMPLE	Utg637044	no-zero-phased.vcf	1872	1378	224	0	4	289.5	344.5	125	674	1378	82587.5	97969	15126	211575	391876	1602	1563	1343	0.860174782	0.859245042	211575	404177
SAMPLE	Utg635340	no-zero-phased.vcf	10616	9888	15	0	2	4944	4944	3562	6326	9888	2059460.5	2059460.5	1410375	2708546	4118921	9903	8316	8309	0.998485307	0.999158249	2708546	4155576
SAMPLE	Utg635608	no-zero-phased.vcf	1097	729	124	0	2	364.5	364.5	31	698	729	96468	96468	4795	188141	192936	853	789	673	0.854630715	0.852978454	188141	204188
SAMPLE	Utg634704	no-zero-phased.vcf	14197	13870	39	0	1	13870	13870	13870	13870	13870	5260686	5260686	5260686	5260686	5260686	13909	11651	11630	0.99719606	0.99819758	5260686	5263473
SAMPLE	Utg635108	no-zero-phased.vcf	1267	1256	1	0	1	1256	1256	1256	1256	1256	468255	468255	468255	468255	468255	1257	1060	1059	0.999204455	0.999056604	468255	489394
SAMPLE	Utg637350	no-zero-phased.vcf	1226	920	201	0	4	283	230	31	323	920	37923.5	33429.5	6211	51660	133718	1121	1071	883	0.820695807	0.824463119	50665	150783
SAMPLE	Utg637390	no-zero-phased.vcf	560	161	278	0	2	80.5	80.5	55	106	161	13621	13621	11073	16169	27242	439	423	152	0.366742597	0.359338061	0	69749
SAMPLE	Utg637936	no-zero-phased.vcf	1172	729	364	0	6	137.5	121.5	2	251	729	14050	18464.66667	1177	41788	110788	1093	1062	709	0.666971638	0.667608286	15611	156796
SAMPLE	Utg634884	no-zero-phased.vcf	477	215	147	0	3	69	71.66666667	36	110	215	9976	11878.66667	7746	17914	35636	362	348	204	0.593922652	0.586206897	0	96660
SAMPLE	Utg636952	no-zero-phased.vcf	301	113	0	0	3	5	37.66666667	4	104	113	25662	70663	16012	170315	211989	113	70	70	1	1	170315	273303
SAMPLE	Utg634716	no-zero-phased.vcf	6919	6817	12	0	1	6817	6817	6817	6817	6817	2632790	2632790	2632790	2632790	2632790	6829	5594	5588	0.998242788	0.998927422	2632790	2645606
SAMPLE	Utg635036	no-zero-phased.vcf	26552	25841	52	0	1	25841	25841	25841	25841	25841	10925726	10925726	10925726	10925726	10925726	25893	21601	21585	0.997991735	0.999259294	10925726	10942311
SAMPLE	Utg634706	no-zero-phased.vcf	4359	4312	7	0	1	4312	4312	4312	4312	4312	1827696	1827696	1827696	1827696	1827696	4319	3707	3702	0.998379254	0.9986512	1827696	1829313
SAMPLE	Utg634836	no-zero-phased.vcf	12444	11845	41	0	3	5701	3948.333333	11	6133	11845	2287256	1747090.333	1704	2952311	5241271	11886	9895	9872	0.996550564	0.997675594	2952311	5258890
SAMPLE	Utg635232	no-zero-phased.vcf	4423	4325	7	0	2	2162.5	2162.5	13	4312	4325	816151.5	816151.5	87879	1544424	1632303	4332	3682	3681	0.998384118	0.999728408	1544424	1719386
SAMPLE	Utg635778	no-zero-phased.vcf	701	631	1	0	1	631	631	631	631	631	175407	175407	175407	175407	175407	632	522	522	0.998417722	1	175407	181396
SAMPLE	Utg635066	no-zero-phased.vcf	158	152	3	0	9	7	16.88888889	2	105	152	35139	32216.22222	2210	68819	289946	155	98	98	0.980645161	1	0	631265
SAMPLE	Utg634900	no-zero-phased.vcf	3944	2101	936	0	11	130	191	13	435	2101	15839	16359.72727	1201	51978	179957	3037	2247	1590	0.69180112	0.707610147	0	418743
